label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11
0	870 m^2	0.686	Applied Mathematics	Bioinformatics, Data Science, Computational Media	-228	guinea pig	285	0.7646	1171	0.1825	0.5155	489
0	913 m^2	0.5922	Robotics Engineering	Electrical Engineering	-25	ferret	285	0.5306	935	1.0671	0.81	824
0	697 m^2	0.1035	Statistics	Electrical Engineering	340	guinea pig	479	0.3825	897	0.5299	0.7232	594
0	1200 m^2	0.2322	Statistics	Robotics Engineering, Applied Mathematics	229	ferret	48	0.572	173	0.9	0.8646	498
2	272 m^2	1.0514	Games and Playable Media	Games and Playable Media, Robotics Engineering, Technology and Information Management	964	reptile	1026	1.1053	515	0.0084	0.7045	-42
0	1036 m^2	0.4871	Computer Game Design	Natural Language Processing, Data Science	421	fish	81	0.9639	478	0.6396	0.6204	878
0	956 m^2	0.4074	Applied Mathematics	Natural Language Processing, Bioinformatics, Data Science	128	ferret	216	0.4329	294	0.6226	0.858	1313
2	59 m^2	0.3875	Games and Playable Media	Technology and Information Management, Robotics Engineering, Games and Playable Media	778	fish	782	0.9908	747	0.4481	0.7183	160
2	128 m^2	0.7135	Computer Science	Robotics Engineering, Games and Playable Media, Technology and Information Management	1199	hamster	307	1.0036	12	0.431	0.5494	331
2	284 m^2	0.2798	Robotics Engineering	Robotics Engineering	861	bird	457	0.7341	186	0.173	0.7321	328
2	117 m^2	0.3744	Data Science	Technology and Information Management	1001	bird	585	1.1202	423	0.1054	0.6329	-197
0	None	0.8595	Natural Language Processing	Electrical Engineering, Computational Media, Natural Language Processing, Bioengineering	-316	guinea pig	35	0.328	-23	0.3096	0.6255	177
1	433 m^2	0.3859	Computer Engineering	Biotechnology, Computer Game Design, Computer Engineering	322	chicken	448	0.075	936	0.976	-0.0431	318
0	1177 m^2	0.6903	Applied Mathematics	Games and Playable Media	-97	rat	268	0.549	824	0.5283	0.4191	752
2	92 m^2	0.7891	?	Games and Playable Media	742	bird	549	1.1685	412	-0.0726	0.3355	172
2	94 m^2	0.6827	Games and Playable Media	GAMES AND PLAYABLE MEDIA, ROBOTICS ENGINEERING, APPLIED MATHEMATICS	713	reptile	632	0.5896	None	-0.1468	0.9077	643
0	823 m^2	0.456	Applied Mathematics	Data Science, Bioengineering, Natural Language Processing, Bioinformatics, Electrical Engineering	459	rat	340	0.1015	963	0.1136	0.7877	1227
0	795 m^2	0.4931	Games and Playable Media	Computational Media, Bioinformatics, Data Science, Human Computer Interaction	30	guinea pig	186	0.8563	594	0.929	1.1815	780
2	78 m^2	0.7377	Computer Science	Applied Mathematics, Games and Playable Media	689	hamster	785	0.7081	917	0.0614	0.8173	659
1	666 m^2	0.244	Bioengineering	Computer Science, Computer Engineering, Biotechnology, Computer Game Design	681	chicken	611	-0.4811	1290	0.9733	0.1838	121
0	579 m^2	0.561	Applied Mathematics	Computational Media, Natural Language Processing	-419	fish	706	0.7445	956	0.5769	0.6777	721
0	510 m^2	0.3409	Statistics	Natural Language Processing	112	fish	112	0.5707	81	0.7344	0.9914	309
0	1089 m^2	0.2092	Applied Mathematics	Bioinformatics, Electrical Engineering, Human Computer Interaction, Natural Language Processing	-137	ferret	-221	0.5409	281	0.4917	0.7438	834
0	1047 m^2	0.7166	Computer Game Design	Data Science, Human Computer Interaction	-227	ferret	-33	0.2595	543	0.569	0.7878	709
1	754 m^2	0.496	Bioinformatics	Statistics, Biotechnology	521	bird	273	0.1583	771	0.6495	-0.127	793
0	740 m^2	0.7178	Computer Game Design	Bioengineering, Data Science	137	rat	147	0.5623	287	0.6342	0.5252	808
0	1205 m^2	0.5844	Natural Language Processing	Data Science, Human Computer Interaction, Electrical Engineering, Natural Language Processing	-56	fish	771	0.5897	357	0.7907	0.4628	301
0	1128 m^2	0.2267	Statistics	Bioengineering, Electrical Engineering, Bioinformatics, Human Computer Interaction, Computational Media	-165	fish	306	0.6454	763	0.4517	0.6453	460
1	309 m^2	-0.0441	Electrical Engineering	Computer Science, Computer Game Design, Biotechnology	893	RABBIT	501	0.4324	813	1.2506	-0.1624	364
1	770 m^2	-0.1744	Computational Media	Applied Mathematics, Technology And Information Management	456	dog	n/a	0.2742	1613	1.0133	-0.1513	546
1	590 m^2	-0.0905	Electrical Engineering	N/A	399	dog	573	0.3704	978	1.1311	0.1718	311
2	66 m^2	0.7918	Computer Science	Technology and Information Management, Games and Playable Media, Applied Mathematics	611	bird	706	0.9951	-218	0.0558	0.9716	374
0	1085 m^2	0.7212	Applied Mathematics	Human Computer Interaction, Bioinformatics, Bioengineering, Electrical Engineering, Natural Language Processing	73	rat	-95	0.3761	222	0.7573	0.6766	656
1	930 m^2	-0.0099	Technology and Information Management	Computer Engineering, Statistics, Biotechnology	691	chicken	203	0.1504	1131	0.8465	-0.0725	-85
2	None	0.5472	Games and Playable Media	Technology and Information Management, Applied Mathematics	1061	bird	470	0.9538	-74	-0.3548	0.7101	-7
0	1123 m^2	0.0512	Natural Language Processing	Bioinformatics, Electrical Engineering	0	ferret	-111	0.3412	865	0.5585	0.4551	903
2	-105 m^2	0.594	Robotics Engineering	Games and Playable Media, Applied Mathematics, Robotics Engineering	1126	hamster	503	0.6153	-38	0.1267	0.5111	104
2	-382 m^2	0.3739	Robotics Engineering	Games and Playable Media, Robotics Engineering	814	reptile	292	0.9064	662	-0.1088	0.6498	120
2	26 m^2	0.7273	Games and Playable Media	Games and Playable Media, Applied Mathematics, Robotics Engineering	627	hamster	1016	1.1529	404	0.1954	0.4241	-142
1	638 m^2	0.3434	Bioinformatics	Computer Science, Computer Game Design	92	ferret	215	0.4069	1158	0.9648	0.0801	210
0	964 m^2	0.0579	Natural Language Processing	Electrical Engineering, Computational Media	-7	guinea pig	180	0.2628	156	0.7365	0.9821	608
2	231 m^2	0.7961	Computational Media	Robotics Engineering, Technology and Information Management	1139	reptile	1218	0.9073	-298	-0.2057	0.8024	201
2	582 m^2	0.4869	games and playable media	Robotics Engineering	1042	bird	641	0.9653	-42	-0.0117	0.7072	176
1	891 m^2	-0.202	Human Computer Interaction	Computer Engineering, Computer Science	756	rabbit	200	0.0876	733	1.1481	-0.1104	270
0	888 m^2	0.8244	nATURAL lANGUAGE pROCESSING	Bioengineering	519	NULL	571	0.4375	308	0.5426	0.9089	1084
1	472 m^2	0.3613	Computer Engineering	Statistics, Computer Science, Computer Game Design	541	dog	424	0.3124	1307	0.9644	0.1537	141
1	416 m^2	0.2081	Electrical Engineering	Biotechnology, Computer Game Design, Computer Engineering, Statistics	630	pig	71	0.0772	664	0.5904	0.0007	2
0	1165 m^2	0.2699	Computer Game Design	Electrical Engineering, Human Computer Interaction, Bioengineering, Computational Media, Bioinformatics	-1	fish	457	0.3695	137	1.0585	0.7519	797
2	321 m^2	0.7032	Biotechnology	Applied Mathematics, Robotics Engineering, Technology and Information Management	918	hamster	729	0.5172	720	0.1369	0.453	-60
1	514 m^2	-0.1754	Computer Engineering	Computer Game Design, Computer Science, Biotechnology	607	pig	419	0.1057	1298	1.1435	-0.3605	-473
0	N/A	-0.0594	Applied Mathematics	Bioengineering, Electrical Engineering, Bioinformatics	416	rat	245	0.558	142	0.6657	0.6002	978
0	n/a	0.3363	Games and Playable Media	Bioengineering, Bioinformatics, Natural Language Processing, Electrical Engineering, Data Science	46	fish	327	0.0562	745	0.3941	0.7291	1090
2	223 m^2	0.5887	Games and Playable Media	Robotics Engineering	925	hamster	846	0.974	439	-0.0948	0.1756	348
0	779 m^2	0.5114	Statistics	Electrical Engineering, Human Computer Interaction	-2	ferret	114	0.2716	219	1.0986	0.5306	875
0	1205 m^2	0.5942	Applied Mathematics	Electrical Engineering, Bioinformatics, Human Computer Interaction, Computational Media	108	rat	231	0.7333	-56	0.6741	0.8739	436
0	507 m^2	0.1709	Computer Game Design	Bioinformatics, Natural Language Processing, Electrical Engineering, Human Computer Interaction, Data Science, Computational Media	565	ferret	371	0.0425	-99	0.4399	0.848	1121
2	50 m^2		Computer Science	Data Science, Bioengineering, Human Computer Interaction, Bioinformatics	1210	bird	1069	0.6892	100	0.2375	0.9898	339
0	1204 m^2	0.5567	Computer Game Design	Bioinformatics	-237	guinea pig	248	0.4306	-18	1.0164	0.4044	387
2	339 m^2	0.8314	Games and Playable Media	Robotics Engineering, Technology and Information Management	1056	bird	940	0.6086	516	0.0069	0.1187	517
2	303 m^2	0.9466	Biotechnology	Games and Playable Media	400	hamster	520	1.2418	291	-0.1091	0.9691	227
1	683 m^2	0.1906	Computational Media	Computer Game Design	527	chicken	286	0.1635	1161	0.9532	-0.032	306
1	577 m^2	0.3905	COMPUTER ENGINEERING	Computer Engineering, Computer Science	375	dog	484	0.233	1356	0.9006	0.5003	132
2	344 m^2	0.8985	Robotics Engineering	Robotics Engineering, Technology and Information Management, Games and Playable Media	977	reptile	738	0.6803	133	-0.4585	0.7828	200
0	1480 m^2	0.1349	Applied Mathematics	Natural Language Processing	55	rat	79	0.5196	1017	1.0553	1.1021	705
1	349 m^2	0.1997	Technology and Information Management	Statistics, Computer Science, Computer Engineering, Computer Game Design	631	rabbit	486	0.4734	1558	0.8449	-0.2463	82
0	845 m^2	0.6552	Computer Game Design	Statistics, Computer Game Design	719	ferret	26	0.5474	598	0.7132	0.7279	811
1	764 m^2	0.1248	Computational Media	Biotechnology, Computer Science	740	PIG	813	0.0734	1325	0.558	-0.3418	108
1	775 m^2	0.2176	Bioengineering	Computer Engineering	591	?	615	-0.0998	1390	?	0.2308	297
2	498 m^2	1.0067	Games and Playable Media	Robotics Engineering, Technology and Information Management	None	hamster	840	0.4687	-365	-0.4128	0.871	1063
1	379 m^2	-0.1252	Data Science	Computer Game Design, Biotechnology	468	dog	451	-0.1254	1302	1.0229	-0.1238	309
2	368 m^2	1.0193	Biotechnology	Technology And Information Management, Robotics Engineering	970	hamster	584	1.2477	-55	0.3176	-0.1338	249
1	841 m^2	0.0637	Electrical Engineering	cOMPUTER gAME dESIGN, cOMPUTER eNGINEERING	65	dog		0.1864	855	1.0668	0.1871	424
0	897 m^2	0.4305	Statistics	Applied Mathematics	-51	rat	202	0.4254	840	0.4261	0.7414	1112
0	1343 m^2	0.4398	Natural Language Processing	Computer Science, Computer Game Design, Biotechnology	431	ferret	512	0.2964	1192	0.7334	0.7932	887
1	577 m^2	0.1265	HUMAN COMPUTER INTERACTION	biotechnology, computer engineering, statistics, computer game design	790	dog	400	0.7435	1181	0.8309	-0.0571	637
2	-87 m^2	0.5052	Games and Playable Media	Applied Mathematics, Games and Playable Media	906	hamster	681	0.992	-371	0.4387	1.0148	301
1	744 m^2	-0.1647	Computational Media	Computer Science	268	dog	420	0.1867	1153	0.8031	-0.0697	132
2	-61 m^2	1.1502	computer science	Games and Playable Media	1157	reptile	728	0.5855	724	0.1088	0.5242	165
0	979 m^2	0.3852	Applied Mathematics	Natural Language Processing, Data Science, Computational Media, Electrical Engineering, Bioengineering	-29	rat	-66	0.3142	93	0.4751	1.0908	1229
1	729 m^2	-0.0808	Human Computer Interaction	Games and Playable Media, Technology and Information Management, Applied Mathematics	1003	chicken	170	-0.0321	288	0.9282	-0.1584	153
1	516 m^2	0.3121	Electrical Engineering	Statistics, Computer Game Design	667	bird	208	0.0399	959	0.9276	-0.0405	415
2	17 m^2	0.8953	Computer Science	Games and Playable Media, Robotics Engineering, Applied Mathematics	1228	hamster	662	1.1985	756	0.204	0.8263	988
1	343 m^2	0.2577	Data Science	Statistics	649	dog	-21	0.557	1092	1.2909	0.0171	723
2	-60 m^2	0.4524	Biotechnology	rOBOTICS eNGINEERING, aPPLIED mATHEMATICS	642	hamster	694	0.7245	-412	-0.1283	0.7606	-51
0	909 m^2	0.2907	Natural Language Processing	Bioinformatics, Human Computer Interaction	260	rat	553	0.2531	-68	0.7584	0.7474	765
1	375 m^2	-0.0804	Bioinformatics	Computer Science, Computer Game Design	846	cat	484	0.3198	1046	0.9101	0.1016	607
2	271 m^2	0.9572	Robotics Engineering	Technology and Information Management, Applied Mathematics, Robotics Engineering	789	bird	740	0.428	260	0.1264	0.677	137
2	N/A	0.4484	Computer Science	Technology and Information Management	1086	hamster	1072	1.0685	87	0.0301	1.1287	379
1	553 m^2	0.1381	Bioinformatics	Computer Science	402	cat	23	0.1848	1025	1.331	-0.0308	933
1	721 m^2	-0.3722	Bioengineering	Computer Game Design, Computer Engineering	450	rabbit	281	0.2278	443	0.79	0.4665	224
0	1182 m^2	0.323	APPLIED MATHEMATICS	Bioinformatics, Human Computer Interaction, Computational Media	121	rat	509	0.4546	205	0.5778	1.0083	271
0	1130 m^2	0.3526	Computer Game Design	cOMPUTATIONAL mEDIA, nATURAL lANGUAGE pROCESSING, bIOINFORMATICS, dATA sCIENCE, eLECTRICAL eNGINEERING, bIOENGINEERING	-480	ferret	158	0.5316	293	0.8886	1.1145	587
2	5 m^2	0.7152	Biotechnology	Applied Mathematics	819	bird	1161	0.36	-255	0.5469	0.6095	?
0	1354 m^2	0.649	Statistics	Data Science	328	guinea pig	241	0.2046	191	0.3391	0.6158	19
1	450 m^2	-0.1574	Computational Media	Biotechnology, Computer Game Design, Computer Science	65	rabbit	367	0.4332	877	1.1832	-0.218	496
2	71 m^2	0.5967	Biotechnology	Computational Media, Data Science, Electrical Engineering	939	hamster	617	1.1369	531	0.0068	0.888	130
0	874 m^2	0.1637	Computer Game Design	Human Computer Interaction, Bioinformatics, Natural Language Processing, Computational Media	197	ferret	417	0.4009	66	1.1243	0.9636	694
1	406 m^2	0.1942	Technology and Information Management	Robotics Engineering, Games and Playable Media, Applied Mathematics	170	dog	-82	0.2629	1417	0.9888	0.1482	655
2	589 m^2	0.7204	Statistics	Robotics Engineering, Technology and Information Management, Games and Playable Media	1179	bird	639	1.1408	-52	0.2812	0.9751	210
2	308 m^2	0.3436	Games and Playable Media	Applied Mathematics, Robotics Engineering	494	hamster	640	0.8917	413	0.1304	0.7852	171
0	1247 m^2	0.4184	Computer Game Design	Natural Language Processing, Bioinformatics, Computational Media, Human Computer Interaction, Electrical Engineering, Bioengineering	222	ferret	313	0.341	418	0.4586	0.978	1060
1	453 m^2	0.1608	Bioengineering	Computer Science, Computer Engineering, Computer Game Design	495	RABBIT	347	0.2552	1155	0.803	0.5085	154
